document_id,question,answer,difficulty
/languages/Arabic_language.txt,How many people speak Levantine Arabic?,About 21 million,M
/languages/Arabic_language.txt,The suras are placed in what order?,The longest are placed first and shorter ones follow,H
/languages/Arabic_language.txt,What is Sibawayhi's book based on?,A corpus of poetic texts,M
/languages/Arabic_language.txt,Is Arabic one of the six offical languages of United Nation?,Yes,M
/languages/Arabic_language.txt,Did Ibn Manzur first created Lisan al-Arab?,Yes,M
/languages/Arabic_language.txt,How many official languages does the UN have?,Six,H
/languages/Arabic_language.txt,Does 26 states use Arabic as an official language?,Yes,M
/languages/Arabic_language.txt,What is the abbreviation for Modern Standard Arabic?,MSA,M
/languages/Arabic_language.txt,Where was the earliest attestation of Old Arabic thought to be?,Qaryat Al-Faw,M
/languages/Arabic_language.txt,is Sībawayhi's al-Kitāb the name of the first comprehensive description of the Arabic language?,Yes,M
/languages/Arabic_language.txt,Who spoke Arabic in the 1st century BC?,Nobody,H
/languages/Arabic_language.txt,What is the new vocabulary from the spoken varieties used to denote?,Concepts that have arisen in the industrial and post-industrial era,M
/languages/Arabic_language.txt,When was the Arabization Bureau added to the ECSO?,1997,M
/languages/Arabic_language.txt,Did Massignon's attempt at Romanization succeed?,No,M
/languages/Arabic_language.txt,Can two of the last three syllables be stressed?,No,H
/languages/Arabic_language.txt,When is the first possible syllabus always stressed?,When no syllable is heavy or super heavy,H
/languages/Arabic_language.txt,Is the liturgical language of the religion of Islam a Semitic language?,Yes,H
/languages/Arabic_language.txt,What is Arabic named after?,The Arabs,M
/languages/Arabic_language.txt,What religion helped Arabic to spread?,Islam,H
/languages/Arabic_language.txt,Who led the campaign for a lexical injection in Arabic?,Rifa'a al-Tahtawi,M
/languages/Arabic_language.txt,"Based on what feature, most arguments for a single ANA language were based on?",The shape of the definite article,M
/languages/Arabic_language.txt,What century was the overhaul of Grammar realized by Ibn Mada’ of Cordoba first proposed?,The 10th century.,M
/languages/Arabic_language.txt,Do a majority of Muslims speak Classical Arabic?,No,H
/languages/Arabic_language.txt,"What does ""Old Arabic"" constitute?",The precursor of Arabic,M
/constellations/virgo_constellation.txt,Can Virgo be seen at the equator?,Yes.,M
/constellations/virgo_constellation.txt,Does M84 have most likely have a black hole orbiting the core?,Yes.,H
/constellations/virgo_constellation.txt,What is the the largest zodiac constellation?,Virgo,M
/constellations/virgo_constellation.txt,Does the black hole at the center of the M87 galaxy have a mass 7.2 billion times that of the Sun?,Yes.,H
/constellations/virgo_constellation.txt,When did the constellation Virgo became associated with fertility?,c. 10th century BC,H
/constellations/virgo_constellation.txt,The Sun takes the longest to pass through which Zodiac constellation?,Virgo,H
/constellations/virgo_constellation.txt,Is virgo the home to the optically brightest quasar in the sky?,Yes,H
/constellations/virgo_constellation.txt,Where in Virgo does the celestial equator cross the ecliptic?,The First Point of Libra,H
/constellations/virgo_constellation.txt,What constellation is to the west of Virgo?,Leo,M
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the zodiac?,Yes,M
/constellations/virgo_constellation.txt,What relation do Boötes and Virgo have in mythology?,Father and daughter,M
/constellations/virgo_constellation.txt,Are all galaxies in the Virgo constellation present in the Virgo cluster?,No,H
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the sky?,No,M
/constellations/virgo_constellation.txt,What is the name of the optically brightest quasar in the sky?,Virgo,M
/constellations/virgo_constellation.txt,Does the name of the constellation with the brightest star named Spica mean maiden in Latin?,Yes,H
/constellations/virgo_constellation.txt,Where civilization does the star Spica's name come from?,Babylon,H
/constellations/virgo_constellation.txt,Does the star Chi Virginis have a planet?,Yes.,M
/constellations/virgo_constellation.txt,When will the Sun stop being in Virgo during the autumn equinox?,The year 2440,H
/constellations/virgo_constellation.txt,What season is the Virgo constellation most prominent?,Spring.,M
/constellations/virgo_constellation.txt,What Mesopotamian god has influenced the name of Spica?,Shala.,H
/constellations/virgo_constellation.txt,Which star's system contains a planet 7.5 times that of Jupiter?,70 Virginis,M
/constellations/virgo_constellation.txt,Who is the daughter of Icarius of Athens?,Erigone.,M
/constellations/virgo_constellation.txt,What Mesopotamian god associated Virgo with fertility?,Shala.,H
/constellations/virgo_constellation.txt,Is the Sombrero Galaxy part of the Virgo cluster?,No,H
/constellations/virgo_constellation.txt,Does the star 70 Virionis have a planet?,Yes.,M
/constellations/virgo_constellation.txt,Is Virgo most prominent in the autumn sky?,No.,M
/constellations/virgo_constellation.txt,Is the Sombrero galaxy part of the Virgo cluster?,No,M
/constellations/virgo_constellation.txt,What is the largest zodiac constellation?,Virgo.,M
/constellations/virgo_constellation.txt,Who god did the Romans associate with Virgo?,Ceres.,H
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the sky?,No,M
/constellations/virgo_constellation.txt,Is Virgo the smallest zodiac constellation?,No,M
/constellations/virgo_constellation.txt,Is the constellation with the brightest star named Spica the largest constellation in the zodiac?,Yes,H
/constellations/virgo_constellation.txt,Is NGC 4438 a small planet?,No.,M
/constellations/virgo_constellation.txt,Is the planet Jupiter larger than all planets that orbit stars in the Virgo constellation?,No,H
/constellations/virgo_constellation.txt,The Furrow was part of which constellation?,Virgo,H
/constellations/virgo_constellation.txt,What is the Virgo prominent season?,Spring,M
/constellations/virgo_constellation.txt,Where is Virgo located relative to the other constellations in the sky?,Between Leo and Libra.,H
/constellations/virgo_constellation.txt,What is the largest constellation in the sky?,Hydra,M
/constellations/virgo_constellation.txt,Who is the daughter of Icarius of Athens?,Erigone,H
/constellations/virgo_constellation.txt,What is the brightest star in Virgo?,Spica,M
/constellations/virgo_constellation.txt,Is Virgo located in the second quadrant of the southern hemisphere?,No,M
/constellations/virgo_constellation.txt,Is Spica a star in Virgo?,Yes,M
/constellations/virgo_constellation.txt,For how many months is Virgo visible all night?,2 months,M
/constellations/virgo_constellation.txt,Why is Virgo constellation associated with fertility?,"Because Spica is Latin for ear of grain, one of the major products of the Mesopotamian furrow.",H
/constellations/virgo_constellation.txt,Is Erigone the daughter of Zeus?,No,M
/constellations/virgo_constellation.txt,How long does the Sun take to pass through the constellation Virgo?,44 days,M
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the zodiac?,Yes,M
/constellations/virgo_constellation.txt,How many exoplanents orbit the stars in Virgo?,35,M
/constellations/virgo_constellation.txt,How far away from Earth is the Sombrero Galaxy?,28 million light-years.,M
/constellations/virgo_constellation.txt,Does the name of the largest constellation in the zodiac mean maiden in Latin?,Yes,H
/constellations/virgo_constellation.txt,Is Virgo included in Christian mythology?,Yes,M
/constellations/virgo_constellation.txt,What is the brightest star in Virgo?,Spica,M
/constellations/virgo_constellation.txt,What is the brightest star in Virgo?,Spica,M
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the sky?,No.,M
/constellations/virgo_constellation.txt,What does Virgo mean in Latin?,Maiden,M
/constellations/virgo_constellation.txt,Is the largest zodiac constellation prominent in the spring sky in the northern hemisphere?,Yes,H
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the sky?,No,M
/constellations/virgo_constellation.txt,Is Spica a bright star?,Yes,M
/constellations/virgo_constellation.txt,What caused M87 to be a major radio source?,Black hole,H
/constellations/virgo_constellation.txt,Why is Virgo easy to locate?,The bright start Spica,M
/constellations/virgo_constellation.txt,Is the black hole in M87 heavier than the Sun?,Yes,M
/constellations/virgo_constellation.txt,Is the first quasar ever to be identified also the optically brightest quasar in the sky?,Yes,H
/constellations/virgo_constellation.txt,Is Icarius killed by Dionysus,No,H
/constellations/virgo_constellation.txt,Is the first identified quasar in Virgo?,Yes,M
/constellations/virgo_constellation.txt,What constellation does the star Spica belong to?,Virgo.,M
/constellations/virgo_constellation.txt,How did Icarius of Athens die?,Killed by his shepards while they were intoxicated.,H
/constellations/virgo_constellation.txt,Which galaxy has the most massive black hole within the immediate vicinity of the Milky Way?,M87,H
/constellations/virgo_constellation.txt,Why does the sun take longer to pass through Virgo than any other zodiac?,Because Virgo is largest zodiac constellation,H
/constellations/virgo_constellation.txt,Is the constellation with the brightest star named Spica the largest constellation in the sky?,No,H
/constellations/virgo_constellation.txt,Is Hydra the largest constellation in the sky?,Yes,M
/constellations/virgo_constellation.txt,Is there a black hole ejecting jets of matter 20 ly from the center of NGC 4261?,Yes.,H
/constellations/virgo_constellation.txt,Is Virgo the largest constellation in the sky?,No,M
/constellations/virgo_constellation.txt,Which part made Virgo become associated with fertility in the Babylonian MUL.APIN?,The Furrow,H
/constellations/virgo_constellation.txt,Which galaxy in the Virgo cluster is spiral?,"Messier 58, Messier 90",M
/constellations/virgo_constellation.txt,Is Virgo the largest constealltion in the sky?,No.,M
/constellations/virgo_constellation.txt,Is the Sombrero Galaxy a planet?,No.,M
/constellations/virgo_constellation.txt,Does NY Virginis belong to the verified exoplanets orbiting the stars in Virgo?,Yes,M
/constellations/virgo_constellation.txt,Which season is Virgo constellation visible in the sky?,Spring,M
/constellations/virgo_constellation.txt,When did the Sun shift from Libra on the autumnal equinox to Virgo?,4th century BC,M
/constellations/virgo_constellation.txt,Does Leo neighbor Virgo?,Yes,M
/constellations/virgo_constellation.txt,What makes up the bulge at the center of the Sombrero Galaxy?,Older stars that are larger than normal.,H
/constellations/virgo_constellation.txt,Is Porrima a star in the Leo constellation?,No.,H
/constellations/virgo_constellation.txt,How many days it takse for Sun to pass through the Virgo?,44,M
/constellations/virgo_constellation.txt,What is Latin for maiden?,Virgo,M
/constellations/virgo_constellation.txt,What does Virgo mean in latin?,Maiden.,M
/constellations/virgo_constellation.txt,"Where is the ""furrow"" in Virgo?",The eastern sector.,M
/constellations/virgo_constellation.txt,Does the Sombrero Galaxy have a bulge at its center?,Yes.,H
/indian_states/Karnataka.txt,How many information technology (IT) firms were operating in Karnataka in 2008?,2000,H
/indian_states/Karnataka.txt,What does the ziladar do?,Governs each district (zila),M
/indian_states/Karnataka.txt,Is tourism a dead industry in Karnataka?,No.,M
/indian_states/Karnataka.txt,Is Mysore the capital of Karnataka?,No,M
/indian_states/Karnataka.txt,Is Kannada the only language spoken in  Karnataka?,No,M
/indian_states/Karnataka.txt,What are the four seasons of Karnataka?,"Winter, summer, monsoon season, and  post-monsoon season",M
/indian_states/Karnataka.txt,Is Karnataka's estimated poverty ratio higher than the national ratio in 2011-2012?,No,M
/indian_states/Karnataka.txt,Is Kodagu the largest district in Karnataka?,No,M
/indian_states/Karnataka.txt,Did Karnataka emerge as an independent political entity after the decline of decline of Satavahana power?,Yes,M
/indian_states/Karnataka.txt,Which Indian state hosts the largest hockey tournament in the world?,Karnataka,H
/indian_states/Karnataka.txt,Why was the National Cricket Academy opened?,To nurture potential international players,M
/indian_states/Karnataka.txt,The northern part of which region in Karnataka is the second-largest arid region in India?,Bayaluseeme,M
/indian_states/Karnataka.txt,Is 52% of the population of Karnataka female?,No,M
/indian_states/Karnataka.txt,Is Karnataka a state in the northeastern region of India?,No.,M
/indian_states/Karnataka.txt,Which sport has Kodagu contributed to?,Field hockey,M
/indian_states/Karnataka.txt,Is Karnataka ranked as the most popular destination for tourism among states of India?,No,M
/indian_states/Karnataka.txt,Is the capital of the state originally known as the State of Mysore Bangalore?,Yes,H
/indian_states/Karnataka.txt,Who ruled Karnataka directly before the Satavahanas did?,The Mauryan empire,H
/indian_states/Karnataka.txt,How many airports in Karnataka run international operations?,2,M
/indian_states/Karnataka.txt,Who did Kittur rebel against?,Britain,H
/indian_states/Karnataka.txt,Does Karnataka have multiple native ethnicities?,Yes,M
/indian_states/Karnataka.txt,Is human-wildlife conflict threatening animals in Karnataka?,Yes,M
/indian_states/Karnataka.txt,Is Karnataka the worse Indian state at cricket?,Yes.,M
/indian_states/Karnataka.txt,What is the language of Muslims in Karnataka?,Urdu,H
/indian_states/Karnataka.txt,"According to the 2011 census of India, were there more male or female in Karnataka?",Male,M
/indian_states/Karnataka.txt,Which four seasons does Karnataka experience?,"winter, summer, monsoon, and post-monsoon season",H
/indian_states/Karnataka.txt,Is cricket popular in Karnataka?,Yes,M
/indian_states/Karnataka.txt,What industry contributes the most to the low unemployment rate of Karanataka?,Agriculture.,H
/indian_states/Karnataka.txt,Which state cricket team won the Ranji Trophy most number of times?,Mumbai,M
/indian_states/Karnataka.txt,Which Indian state is shravanabelagola located in?,Karnataka,H
/indian_states/Karnataka.txt,How many districts are in the sixth-largest Indian state by area?,31,H
/indian_states/Karnataka.txt,Is Karnataka meteorologically divided into two zones?,No,M
/indian_states/Karnataka.txt,Is Gokaka India's tallest waterfall?,No,M
/indian_states/Karnataka.txt,Is the economy of Karnataka in the top three among Indian states?,No,M
/indian_states/Karnataka.txt,Which colonizer nation built The Shettihalli Rosary Church in India?,France,H
/indian_states/Karnataka.txt,In what year was the act that incorporated Hyderabad and Bombay into the Mysore state passed?,1956,M
/indian_states/Karnataka.txt,What Indian state has the most number of biotechnology firms?,Karnataka.,H
/indian_states/Karnataka.txt,Were industrial visionaries important in the development of Karnataka's manufacturing and industrial base?,Yes,M
/indian_states/Karnataka.txt,Is Karnataka home to Kannadigas?,No,M
/indian_states/Karnataka.txt,Which state has the tallest single-tiered waterfall in India?,Karnataka,H
/indian_states/Karnataka.txt,Does Karnataka's GSDP increase for the year 2014-2015?,Yes,M
/indian_states/Karnataka.txt,Is Kodagu the largest district in Karnataka?,No,M
/indian_states/Karnataka.txt,What is the official language of the sixth-largest Indian state by area?,Kannada,H
/indian_states/Karnataka.txt,Which Indian state includes the Kudalasangama?,Karnataka,H
/indian_states/Karnataka.txt,Which state has the highest number of nationally protected monuments in India?,Uttar Pradesh,M
/indian_states/Karnataka.txt,Do more people speak Urdu or Kannada in Karnataka?,Kannada.,H
/indian_states/Karnataka.txt,Is Kannada an unofficial language of Karnataka?,No,M
/indian_states/Karnataka.txt,Are the capital and largest city of Karnataka the same city?,Yes,M
/indian_states/Karnataka.txt,What fraction of the Legislative Council does  not retire every two years?,2/3,H
/indian_states/Karnataka.txt,How many years was Adi Shankaracharya's lifespan?,32 Years,H
/indian_states/Karnataka.txt,Are residents of Karnataka likely to speak Sanskrit primarily?,Yes.,M
/indian_states/Karnataka.txt,Is Karnataka a state in the northwestern region of India?,No,M
/indian_states/Karnataka.txt,"How many inhabitants, rounded to the closest million, in India's eighth-largest state by population in 2011?",61,H
/indian_states/Karnataka.txt,What is the ranking of the official language in Bangalore and the Kolar district if compared to the state?,4th,H
/indian_states/Karnataka.txt,Does Karnataka have the highest number of nationally protected monuments in India?,No,M
/indian_states/Karnataka.txt,Is Tamil the official language of Karnataka?,No,M
/indian_states/Karnataka.txt,Which part of Karnataka are the Hindu temples found in?,Northern part,M
/indian_states/Karnataka.txt,What type of hockey is played at the Kodava Hockey Festival?,Field hockey,H
/indian_states/Karnataka.txt,What are the two most spoken languages in Karnataka?,Kannada and Urdu,H
/indian_states/Karnataka.txt,What is the four seasons of Karnataka?,"winter, summer, the monsoon season, and the post-monsoon season",H
/indian_states/Karnataka.txt,What are the capitals of the two kingdoms that used Kannada in administration?,Banavasi and Talakad,H
/indian_states/Karnataka.txt,Does Karnataka rank in the top 20 Indian states for Human Development Index?,Yes,M
/indian_states/Karnataka.txt,What Indian state does the Puandara Dasa originate from?,Karnataka.,H
/indian_states/Karnataka.txt,What was Vayu's first incarnation?,Hanuman,M
/indian_states/Karnataka.txt,Does Karnataka have a very rich set of cultural communities?,Yes.,M
/indian_states/Karnataka.txt,Does Karnataka have a larger GDP or economy?,economy,M
/indian_states/Karnataka.txt,"According to the 2011 census of India, how many percent more males than females in Karnataka were literate?",14.72,M
/indian_states/Karnataka.txt,What port handled 32.04 million tonnes of traffic in the fiscal year 2006-07? ,New Mangalore port,H
/indian_states/Karnataka.txt,Are there more men or women in Karnataka?,men,M
/indian_states/Karnataka.txt,Does Karnataka take up more than 6 percent of the India area?,No,M
/indian_states/Karnataka.txt,Is Urdu the largest language in Karnataka?,No,M
/indian_states/Karnataka.txt,What empire was in power when the Vesara style of architecture was used for temples and sculplures? ,Hoysalas,H
/indian_states/Karnataka.txt,What kingdoms were proved by the Halmidi inscription to be the first to use Kannada in administration?,The Kadambas and the Western Gangas.,H
/indian_states/Karnataka.txt,What season do monsoons occur the most frequently in Karnataka?,Summer.,H
/indian_states/Karnataka.txt,Which team has the won the Ranji trophy the most times?,Mumbai,M
/indian_states/Karnataka.txt,Does Belgaum airport have interntional operations?,No,H
/indian_states/Karnataka.txt,Is Karnataka's unemployment rate more than the national average?,No.,M
/indian_states/Karnataka.txt,Does Karnataka have less nationally protected monuments than Uttar Pradesh?,Yes,M
/indian_states/Karnataka.txt,Who was Tipu Sultan's father?,Haidar Ali,H
/indian_states/Karnataka.txt,Is pollution threatening animals in Karnataka?,Yes,M
/indian_states/Karnataka.txt,How many unprotected monuments are in Karnataka?,250000,H
/indian_states/Karnataka.txt,Do Karnataka's public health services satisfy the entire state?,No,H
/indian_states/Karnataka.txt,What is the highest civilian award bestowed  by the Government of Karnataka?,Karnataka Ratna,M
/indian_states/Karnataka.txt,Is Karnataka the largest state in India by area?,No,M
/indian_states/Karnataka.txt,Which state has the second-largest arid region in India?,Karnataka,H
/indian_states/Karnataka.txt,Does Karnataka have more nationally protected monuments than Uttar Pradesh?,No,M
/indian_states/Karnataka.txt,What empire fell in the Battle of Tolikota?,Vijayanagara,M
/indian_states/Karnataka.txt,Do more people speak Urdu or Tamil in Karnataka?,Urdu.,H
/indian_states/Karnataka.txt,"According to the 2011 census of India, were there more males or females in Karnataka being literate?",Males,M
/indian_states/Karnataka.txt,Did Karnataka contribute more than 10% to India's GDP?,No,M
/indian_states/Karnataka.txt,Is Karnataka home to India's second-largest arid region?,Yes,H
/indian_states/Karnataka.txt,"What is the difference, rounded to the closest integer, between the highest and lowest recorded temperature in degrees C?",43,H
/indian_states/Karnataka.txt,Did the population of India increase or decrease from 2001 to 2011?,Increase,H
/indian_states/Karnataka.txt,How many bird sanctuaries are there in Karnataka?,Seven,M
/indian_states/Karnataka.txt,Which kingdoms were the first ones to use Kannada in administration evidenced by the Halmidi inscription?,The Kadamba Dynasty and  the Western Ganga Dynasty,H
/indian_states/Karnataka.txt,Is the state whose capital is Bangalore originally known as the State of Mysore?,Yes,H
/indian_states/Karnataka.txt,Is Karnataka the largest Indian state by  population?,No,M
/indian_states/Karnataka.txt,Do more people speak Kannada than Tamil in Karnataka?,Kannada.,H
/indian_states/Karnataka.txt,How many Indian sister states are there?,5,M
/indian_states/Karnataka.txt,Was the first private radio station in India taken over by AIR?,Yes,H
/indian_states/Karnataka.txt,What is the season after the monsoon season?,The post-monsoon season,M
/indian_states/Karnataka.txt,Does Karnataka contribute more than half of India's national GDP?,No.,M
/indian_states/Karnataka.txt,Does Karnataka experience autumn?,No,H
/indian_states/Karnataka.txt,Who wrote the state anthem for Karnataka?,Kuvempu,M
/indian_states/Karnataka.txt,Is Udupi Sri Krishna Matha a place of religious importance?,Yes,H
/indian_states/Karnataka.txt,Is air transport in India good?,No,H
/indian_states/Karnataka.txt,Is the state whose capital is Bangalore in southwest India?,Yes,H
/indian_states/Karnataka.txt,Is the percent of forested area in Karnataka higher than the all-India average?,No,M
/indian_states/Karnataka.txt,Does majority of the people in Karnataka speak Kannada?,Yes,M
/indian_states/Karnataka.txt,Which Indian state include the Basavana Bagewadi?,Karnataka,H
/indian_states/Karnataka.txt,Does Karnataka have equally percent of male and female?,No,M
/indian_states/Karnataka.txt,Is Karnataka the third most popular destination for tourism among the states of India?,No,M
/indian_states/Karnataka.txt,Does Karnataka have the smallest economy in India?,No.,M
/indian_states/Karnataka.txt,"As of the 2011 census, were there more men or women in Karnataka?",Men,M
/indian_states/Karnataka.txt,"What was the capital of the empire, which fell to a confederation of Islamic sultanates, originally named?",Hosapattana.,H
/indian_states/Karnataka.txt,Is Karnataka's agriculture vulnerable to expected changes in the monsoon?,Yes,M
/indian_states/Karnataka.txt,How many airports in Karnataka only operate internal flights?,6,H
/indian_states/Karnataka.txt,Is poaching threatening animals in Karnataka?,Yes,M
/indian_states/Karnataka.txt,Is the New Mangalore Port in Karnataka?,Yes,M
/indian_states/Karnataka.txt,Amagaon is of which zone of Karnataka?,coastal,M
/indian_states/Karnataka.txt,Are there more males or females in Karnataka?,Males,H
/indian_states/Karnataka.txt,Is Karnataka the largest Indian state by area?,No,M
/indian_states/Karnataka.txt,Are there lots of wildlife in Karnataka?,Yes,M
/indian_states/Karnataka.txt,Is Karnataka the first-largest state by population?,No,M
/indian_states/Karnataka.txt,How many total members are part of Karnataka's government?,299,H
/indian_states/Karnataka.txt,How many states are in the south of India?,5,H
/indian_states/Karnataka.txt,Which century was Karnataka formed in?,20,H
/indian_states/Karnataka.txt,Is air transport in Karnataka expanding slowly?,No,M
/indian_states/Karnataka.txt,Is the state whose capital is Bangalore the only southern state to have land borders with all of the other four southern Indian sister states?,Yes,H
/indian_states/Karnataka.txt,Is the state cricket team of Karnataka the most successful?,No,M
/indian_states/Karnataka.txt,What was the name of Karnataka before 1973?,State of Mysore,M
/indian_states/Karnataka.txt,How long did the modern state Karnataka maintain the name of Mysore?,17 years,H
/indian_states/Karnataka.txt,Who ruled Karnataka directly before the imperial Kannada did?,The Kadamba and the Western Ganga Dynasties,H
/indian_states/Karnataka.txt,Are there more females than males in  Karnataka?,No,M
/indian_states/Karnataka.txt,What is the state festival of Karnataka?,Mysore Dasara,M
/indian_states/Karnataka.txt,Is Kannada the largest language of Karnataka?,Yes,M
/indian_states/Karnataka.txt,Does Karnataka have the largest economy  out of all the Indian States?,No,M
/pokemon_characters/psyduck_pokemon.txt,Does Red have a Bulbasaur?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,What animal is Psyduck known as?,duck,M
/pokemon_characters/psyduck_pokemon.txt,Was an undead Psyduck brought to life by a Koga Gastly get destroyed by Red's Bulbasaur?,Yes,H
/pokemon_characters/psyduck_pokemon.txt,Who can use strong psychic powers,Psyduck,M
/pokemon_characters/psyduck_pokemon.txt,What is the most recent generation where Psyduck has appeared?,Generation 8.,H
/pokemon_characters/psyduck_pokemon.txt,Has Psyduck appeared in more than one Pokemon game?,Yes.,M
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck a Water and Psychic type Pokemon?,No.,M
/pokemon_characters/psyduck_pokemon.txt,Did Psyduck made its appearance in battery-powerd toys?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Did Psyduck appear in Pokémon Stadium?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Who said that they liked Psyduck when it was just charmingly dopey?,Liz Finnegan,M
/pokemon_characters/psyduck_pokemon.txt,"Which company gave the pokémon the name ""Psyduck""?",Nintendo,H
/pokemon_characters/psyduck_pokemon.txt,Was Pokémon Mystery Dungeon: Adventure Team released in the USA?,No,H
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck's attack stable when Misty uses it?,No,H
/pokemon_characters/psyduck_pokemon.txt,Did the New York Times compared a duck-billed platypus to Psyduck?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck Generation I?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,On how many limbs does Psyduck walk on?,Two.,H
/pokemon_characters/psyduck_pokemon.txt,Who voices Psyduck in Japan?,Rikako Aikawa,M
/pokemon_characters/psyduck_pokemon.txt,Who is the author of the book that adopted the story that Misty assumed her Psyduck has evolved into another duck?,Scholastic,H
/pokemon_characters/psyduck_pokemon.txt,What awakens the power of Psyduck?,Headache,M
/pokemon_characters/psyduck_pokemon.txt,What animal is Psyduck based on?,Duck,M
/pokemon_characters/psyduck_pokemon.txt,What airline had the first Pokémon airplane?,All Nippon Airways,M
/pokemon_characters/psyduck_pokemon.txt,Does misty often release Psyduck on purpose?,No,M
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck's appearance meant to trick enemies into thinking it is weak?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,What type of abilities does Misty's Psyduck have in the anime that is not related to its typing?,Psychic.,H
/pokemon_characters/psyduck_pokemon.txt,Which airline has Psyduck on its livery?,All Nippon Airways,M
/pokemon_characters/psyduck_pokemon.txt,The duck Pokémon was often released by accident by which character?,Misty,H
/pokemon_characters/psyduck_pokemon.txt,What is the clever and descriptive name of Psyduck that was created for western audiences?,Psyduck,H
/pokemon_characters/psyduck_pokemon.txt,Was Pokémon gold and Silver released after Pokémon Red and Green?,Yes,H
/pokemon_characters/psyduck_pokemon.txt,"Of what two words is ""Psyduck"" a combination of?","psychic and ""duck""",M
/pokemon_characters/psyduck_pokemon.txt,What description did the New York Times give to Psyduck,It looks entertainingly silly,H
/pokemon_characters/psyduck_pokemon.txt,"In Detective Pikachu, is Lucy Stevens male?",No,H
/pokemon_characters/psyduck_pokemon.txt,Members of which office consider Psyduck their favorite character?,IGN,H
/pokemon_characters/psyduck_pokemon.txt,Did Psyduck made its first appearance in Pokémon Red and Blue?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Where can you buy a cast necklaces inspired by Psyduck?,Japan,H
/pokemon_characters/psyduck_pokemon.txt,What is Psyduck's Japanese name?,Koduck,M
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck have a small tuft of black hair at the top of its head?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,What does Psyduck evolve into?,Golduck,M
/pokemon_characters/psyduck_pokemon.txt,Did Misty catch a Psyduck deliberately in Hypno's Naptime?,No,M
/pokemon_characters/psyduck_pokemon.txt,What type of Pokémon does Psyduck evolve into?,Golduck,M
/pokemon_characters/psyduck_pokemon.txt,Who voices Psyduck in the Japanese animations?,Rikako Aikawa,M
/pokemon_characters/psyduck_pokemon.txt,How many different designs are conceived by Game Freak's character development team?,151,M
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck appear in Pokémon Soul Silver?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Are there more than 150 different designs conceived by Game Freak's character development team?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck's dopeyness charmingly based on the comments?,Yes,H
/pokemon_characters/psyduck_pokemon.txt,"In the anime, which character owned a Psyduck?",Misty,M
/pokemon_characters/psyduck_pokemon.txt,What is the name of the trainer who has a Psyduck and usually releases it by accident in the anime?,Misty.,H
/pokemon_characters/psyduck_pokemon.txt,Can Psyduck swim?,No,M
/pokemon_characters/psyduck_pokemon.txt,Did Psyduck appear in Pokémon Pink?,No,M
/pokemon_characters/psyduck_pokemon.txt,Was Psyduck extremely popular?,Yes,H
/pokemon_characters/psyduck_pokemon.txt,Did Psyduck appear before Pokemon Red and Blue?,No,M
/pokemon_characters/psyduck_pokemon.txt,"Who described Psyduck as fun to use ""if only to see the reaction of other players?""",GamesRadar,M
/pokemon_characters/psyduck_pokemon.txt,Do Psyduck live in the ocean?,No,H
/pokemon_characters/psyduck_pokemon.txt,What did Misty assume happened to her Psyduck in the episode that was turned into a book?,It evolved into a Golduck.,H
/pokemon_characters/psyduck_pokemon.txt,Psyduck is a combination of which two words?,"Psychic and ""duck""",M
/pokemon_characters/psyduck_pokemon.txt,Has the Pokémon Misty would often release by accident evolved in the anime?,No,H
/pokemon_characters/psyduck_pokemon.txt,Why Nintendo decided to give Koduck a new name?,To make the characters more relatable to American children,H
/pokemon_characters/psyduck_pokemon.txt,What was the original name of Psyduck in Japanese?,Koduck,H
/pokemon_characters/psyduck_pokemon.txt,Where do Psyducks live typically?,"Freshwater lakes, small ponds, or rivers in tropical areas.",M
/pokemon_characters/psyduck_pokemon.txt,What color is Psyduck's hair?,black,M
/pokemon_characters/psyduck_pokemon.txt,What generation did Psyduck make its debut in the Pokemon games?,Generation 1.,M
/pokemon_characters/psyduck_pokemon.txt,"Who cited Psyduck as having ""endearing dopeyness""?",Patricia Hernandez,H
/pokemon_characters/psyduck_pokemon.txt,Who was Psyduck a partner to in the film Detective Pikachu?,Lucy Stevens,H
/pokemon_characters/psyduck_pokemon.txt,What was Pokemon originally called in Japan?,Pocket Monsters,H
